Date,Latitude,Longitude,Location,Notes,Traditional Name
1769/1/9, None , None,,,
1769/1/10,-52.9,-63.167,,,
1769/1/11,-54.333,-64.583,,,
1769/1/12, None , None,,,
1769/1/13, None , None,Cape Horn,,
1769/1/14, None , None,,,
1769/1/15, None , None,,,
1769/1/16, None , None,Bay of Good Success,,
1769/1/17, None , None,,,
1769/1/18, None , None,,,
1769/1/19, None , None,,,
1769/1/20, None , None,,,
1769/1/21, None , None,,,
1769/1/22, None , None,,,
1769/1/23, None , None,,,
1769/1/24, None , None,,,
1769/1/25, None , None,,,
1769/1/26,-56.95,-68.217,,,
1769/1/27,-57.033,-68.45,,,
1769/1/28,-58.067,-70.017,,,
1769/1/29,-59,-72.8,,,
1769/1/30,-60.067,-74.167,,,
1769/1/31,-59.767,-75.9,,,
1769/2/1,-58.767,-78.7,,,
1769/2/2,-58.5,-80.967,,,
1769/2/3,-58.55,-81.917,,,
1769/2/4,-57.75,-82.267,,,
1769/2/5,-56.767,-82.267,,,
1769/2/6,-55.333,-82.383,,,
1769/2/7,-54.667,-82.9,,,
1769/2/8,-53.6,-83.317,,,
1769/2/9,-52.367,-86.283,,,
1769/2/10,-51.267,-86.617,,,
1769/2/11,-50.917,-87.4,,,
1769/2/12,-49.683,-89.6,,,
1769/2/13,-49.583,-90.617,,,
1769/2/14,-49.1,-91.2,,,
1769/2/15,-48.45,-92.083,,,
1769/2/16,-48,-94.417,,,
1769/2/17,-46.8,-97.283,,,
1769/2/18,-44.833,-99.117,,,
1769/2/19,-43.35,-100.35,,,
1769/2/20,-43.767,-101.567,,,
1769/2/21,-44.65,-103.9,,,
1769/2/22,-44.767,-106.017,,,
1769/2/23,-44.583,-105.867,,,
1769/2/24,-43.617,-107.1,,,
1769/2/25,-42.383,-109,,,
1769/2/26,-41.067,-109.867,,,
1769/2/27, None , None,,,
1769/2/28, None , None,,,
1769/3/1,-38.733,-111.717,,,
1769/3/2,-37.267,-112.083,,,
1769/3/3,-36.817,-111.567,,,
1769/3/4,-36.2,-112.833,,,
1769/3/5,-36.35,-114.15,,,
1769/3/6,-36.533,-114.5,,,
1769/3/7,-37.133,-116.133,,,
1769/3/8,-37.4,-117.683,,,
1769/3/9,-35.783,-119.3,,,
1769/3/10,-34.233,-120.9,,,
1769/3/11,-32.9,-122.583,,,
1769/3/12,-31.567,-124.417,,,
1769/3/13,-30.767,-125.467,,,
1769/3/14,-30.283,-126.167,,,
1769/3/15,-29.717,-126.883,,,
1769/3/16,-29.367,-127.133,,,
1769/3/17,-28.5,-127.483,,,
1769/3/18,-27.867,-128.733,,,
1769/3/19,-27.35,-129.467,,,
1769/3/20,-25.733,-129.467,,,
1769/3/21,-25.35,-129.467,,,
1769/3/22,-25.35,-129.867,,,
1769/3/23,-24.717,-130.133,,,
1769/3/24,-22.383,-129.033,,,
1769/3/25,-22.183,-127.917,,,
1769/3/26, None , None,,,
1769/3/27,-21.033,-127.633,,,
1769/3/28,-20.633,-127.833,,,
1769/3/29,-20.233,-129.45,,,
1769/3/30,-19.567,-129.45,,,
1769/3/31,-19.117,-131.35,,,
1769/4/1,-19.117,-133.467,,,
1769/4/2,-19,-135.55,,,
1769/4/3,-18.767,-137.483,,,
1769/4/4,-18.7,-139.483,,,
1769/4/5,-18.417,-140.85,,,
1769/4/6,-18.317,-142.483,,,
1769/4/7,-17.8,-143.517,,,
1769/4/8,-17.717,-145.267,,,
1769/4/9,-17.7,-146.667,,,
1769/4/10,-18,-147.783,,,
1769/4/11,-17.633,-148.65,,,
1769/4/12,-17.633,-148.967,,,
1769/4/13, None , None,Tahiti,,
1769/6/3, None , None,Tahiti,Transit of Venus,
1769/7/13, None , None,Tahiti,,
1769/7/15, None , None,,,
1769/7/16, None , None,Huahine,,
1769/7/17, None , None,,,
1769/7/18, None , None,,,
1769/7/19, None , None,,,
1769/7/20, None , None,Raiatea,,
1769/7/21, None , None,,,
1769/7/22, None , None,,,
1769/7/22,,,,,
1769/7/24, None , None,,,
1769/7/25, None , None,,,
1769/7/26, None , None,,,
1769/7/27, None , None,,,
1769/7/28, None , None,,,
1769/7/29, None , None,,,
1769/7/30, None , None,,,
1769/7/31, None , None,,,
1769/8/1, None , None,,,
1769/8/2, None , None,,,
1769/8/3, None , None,,,
1769/8/4, None , None,,,
1769/8/5, None , None,,,
1769/8/6, None , None,,,
1769/8/7, None , None,,,
1769/8/8, None , None,,,
1769/8/9, None , None,,,
1769/8/9, None , None,,,
1769/8/11,-18.983,-151.75,,,
1769/8/12,-20.25,-151.6,,,
1769/8/13,-21.783,-151.15,,,
1769/8/14,-22.433,-150.917,,,
1769/8/15, None , None,,,
1769/8/16,-25,-150.317,,,
1769/8/17,-26.167,-149.767,,,
1769/8/18,-26.8,-149.7,,,
1769/8/19,-27.667,-149.1,,,
1769/8/20,-28.4,-148.417,,,
1769/8/21,-29.733,-148.367,,,
1769/8/22,-31.05,-148,,,
1769/8/23,-31.1,-147.483,,,
1769/8/24,-32.733,-147.167,,,
1769/8/25,-32.433,-147.533,,,
1769/8/26,-32.65,-147.5,,,
1769/8/27,-33.567,-147.417,,,
1769/8/28,-35.567,-147.417,,,
1769/8/29,-37,-147.35,,,
1769/8/30,-38.333,-147.1,,,
1769/8/31,-39.467,-147,,,
1769/9/1,-40.2,-146.483,,,
1769/9/2,-39.75,-145.65,,,
1769/9/3,-38.9,-145.65,,,
1769/9/4,-38.483,-145.533,,,
1769/9/5,-37.867,-146.033,,,
1769/9/6, None , None,,,
1769/9/7,-37.867,-147.817,,,
1769/9/8,-36.6,-147.667,,,
1769/9/9,-36.317,-149.2,,,
1769/9/10,-35.317,-150.767,,,
1769/9/11,-34.25,-152,,,
1769/9/12,-33.2,-152.733,,,
1769/9/13,-32.05,-153.267,,,
1769/9/14,-32.083,-153.9,,,
1769/9/15,-32.6,-156.567,,,
1769/9/16,-31.75,-158.267,,,
1769/9/17,-31.233,-159.1,,,
1769/9/18,-29,-159.533,,,
1769/9/19,-29,-159.417,,,
1769/9/20,-29.333,-159.783,,,
1769/9/21,-30,-160.7,,,
1769/9/22,-31.117,-161.583,,,
1769/9/23,-31.983,-162.733,,,
1769/9/24,-33.3,-162.85,,,
1769/9/25,-34.5,-165.167,,,
1769/9/26,-36.15,-167.233,,,
1769/9/27,-37.55,-168.167,,,
1769/9/28,-38.983,-169.083,,,
1769/9/29,-38.5,-170.233,,,
1769/9/30,-38.433,-172.333,,,
1769/10/1,-37.75,-172.6,,,
1769/10/2,-37.167,-172.9,,,
1769/10/3,-36.933,-173.45,,,
1769/10/4,-37.717,-175,,,
1769/10/5,-38.383,-176.05,,,
1769/10/6,-39.183,-177.033,,,
1769/10/7, None , None,,,
1769/10/8, None , None,,,
1769/10/9, None , None,,,
1769/10/10, None , None,,,
1769/10/11,-38.7,178.4,,,
1769/10/12, None , None,,,
1769/10/13, None , None,,,
1769/10/14, None , None,,,
1769/10/15,-39.717,177.6,,,
1769/10/16, None , None,,First Sighting of New Zealand,
1769/10/17, None , None,,,
1769/10/18, None , None,,,
1769/10/19, None , None,,,
1769/10/20, None , None,,,
1769/10/21, None , None,,,
1769/10/22, None , None,,,
1769/10/23, None , None,,,
1769/10/24, None , None,,,
1769/10/25, None , None,,,
1769/10/26, None , None,,,
1769/10/27, None , None,,,
1769/10/28, None , None,,,
1769/10/29, None , None,,,
1769/10/30, None , None,,,
1769/10/31,-37.533,178.167,,,
1769/11/1, None , None,,,
1769/11/2,-37.983,176.883,,,
1769/11/3, None , None,,,
1769/11/4, None , None,,,
1769/11/5, None , None,,,
1769/11/6, None , None,,,
1769/11/7, None , None,,,
1769/11/8, None , None,,,
1769/11/9,-36.78,175.78,,Transit of Mercury,Te-Whanganui-a-Hei
1769/11/10, None , None,,,
1769/11/11, None , None,,,
1769/11/12, None , None,,,
1769/11/13, None , None,,,
1769/11/14, None , None,,,
1769/11/15, None , None,,Circumnavigation of North Island Begins,
1769/11/16, None , None,,,
1769/11/17, None , None,,,
1769/11/18, None , None,,,
1769/11/19, None , None,,,
1769/11/20, None , None,,,
1769/11/21, None , None,,,
1769/11/22, None , None,,,
1769/11/23, None , None,,,
1769/11/24,-36.433,175.55,,,
1769/11/25, None , None,,,
1769/11/26, None , None,,,
1769/11/27, None , None,,,
1769/11/28, None , None,,,
1769/11/29, None , None,,,
1769/11/30, None , None,,,
1769/12/30, None , None,,,
1769/12/2, None , None,,,
1769/12/3, None , None,,,
1769/12/4, None , None,,,
1769/12/5, None , None,,,
1769/12/6, None , None,,,
1769/12/7, None , None,,,
1769/12/8, None , None,,,
1769/12/9, None , None,,,
1769/12/10,-34.85,173.167,,,
1769/12/11, None , None,,,
1769/12/12, None , None,,,
1769/12/13, None , None,,,
1769/12/14, None , None,,,
1769/12/15, None , None,,,
1769/12/16, None , None,,,
1769/12/17, None , None,,,
1769/12/18, None , None,,,
1769/12/19, None , None,,,
1769/12/20, None , None,,,
1769/12/21, None , None,,,
1769/12/22, None , None,,,
1769/12/23, None , None,,,
1769/12/24, None , None,,,
1769/12/25, None , None,,,
1769/12/26, None , None,,,
1769/12/27, None , None,,,
1769/12/28, None , None,,,
1769/12/29, None , None,,,
1769/12/30, None , None,,,
1769/12/31, None , None,,,
1770/1/31, None , None,,,
1770/1/2, None , None,,,
1770/1/3, None , None,,,
1770/1/4, None , None,,,
1770/1/5, None , None,,,
1770/1/6, None , None,,,
1770/1/7, None , None,,,
1770/1/8, None , None,,,
1770/1/9, None , None,,,
1770/1/10, None , None,,,
1770/1/11, None , None,,,
1770/1/12, None , None,,,
1770/1/13, None , None,,,
1770/1/14, None , None,,,
1770/1/15, None , None,,,
1770/1/16, None , None,,,
1770/1/17, None , None,,,
1770/1/18, None , None,,,
1770/1/19, None , None,,,
1770/1/20, None , None,,,
1770/1/21, None , None,,,
1770/1/22, None , None,,,
1770/1/23, None , None,,,
1770/1/24, None , None,,,
1770/1/25, None , None,,,
1770/1/26, None , None,,,
1770/1/27, None , None,,,
1770/1/28, None , None,,,
1770/1/29, None , None,,,
1770/1/30, None , None,,,
1770/1/31, None , None,,,
1770/2/31, None , None,,,
1770/2/2, None , None,,,
1770/2/3, None , None,,,
1770/2/4, None , None,,,
1770/2/5, None , None,,,
1770/2/6, None , None,,,
1770/2/7,-41.567,176.033,,,
1770/2/8,-41.7,175.217,,,
1770/2/9, None , None,,,
1770/2/10, None , None,,,
1770/2/11, None , None,,,
1770/2/12, None , None,,,
1770/2/13, None , None,,,
1770/2/14, None , None,,,
1770/2/15, None , None,,,
1770/2/16, None , None,,,
1770/2/17, None , None,,,
1770/2/18, None , None,,,
1770/2/19, None , None,,,
1770/2/20, None , None,,,
1770/2/21, None , None,,,
1770/2/22, None , None,,,
1770/2/23, None , None,,,
1770/2/24, None , None,,,
1770/2/25,-45.917,170.933,,,
1770/2/26, None , None,,,
1770/2/27, None , None,,,
1770/2/28, None , None,,,
1770/3/28, None , None,,,
1770/3/2, None , None,,,
1770/3/3, None , None,,,
1770/3/4, None , None,,,
1770/3/5, None , None,,,
1770/3/6, None , None,,,
1770/3/7, None , None,,,
1770/3/8, None , None,,,
1770/3/9, None , None,,,
1770/3/10, None , None,,,
1770/3/11, None , None,,,
1770/3/12, None , None,,,
1770/3/13, None , None,,,
1770/3/14, None , None,,,
1770/3/15, None , None,,,
1770/3/16, None , None,,,
1770/3/17,-44,-2.333,,,
1770/3/18, None , None,,,
1770/3/19, None , None,,,
1770/3/20, None , None,,,
1770/3/21, None , None,,,
1770/3/22, None , None,,,
1770/3/23, None , None,,,
1770/3/24, None , None,,,
1770/3/25, None , None,,,
1770/3/26, None , None,,,
1770/3/27, None , None,,,
1770/3/28, None , None,,,
1770/3/29, None , None,,,
1770/3/30, None , None,,,
1770/3/31, None , None,,,
1770/4/31, None , None,,,
1770/4/2, None , None,,,
1770/4/3, None , None,,,
1770/4/4, None , None,,,
1770/4/5, None , None,,,
1770/4/6, None , None,,,
1770/4/7, None , None,,,
1770/4/8, None , None,,,
1770/4/9, None , None,,,
1770/4/10, None , None,,,
1770/4/11, None , None,,,
1770/4/12, None , None,,,
1770/4/13, None , None,,,
1770/4/14, None , None,,,
1770/4/15, None , None,,,
1770/4/16, None , None,,,
1770/4/17, None , None,,,
1770/4/18, None , None,,,
1770/4/19,-37.65,149.633,,,
1770/4/20,-37.467,149.95,,,
1770/4/21,-36.3,150.083,,,
1770/4/22, None , None,,,
1770/4/23, None , None,,,
1770/4/24, None , None,,,
1770/4/25,-34.483,151.183,,,
1770/4/26, None , None,,,
1770/4/27, None , None,,,
1770/4/28, None , None,,,
1770/4/29, None , None,Botany Bay,,
1770/4/30, None , None,,,
1770/5/30, None , None,,,
1770/5/2, None , None,,,
1770/5/3, None , None,,,
1770/5/4, None , None,,,
1770/5/5, None , None,,,
1770/5/6, None , None,,,
1770/5/7, None , None,,,
1770/5/8, None , None,,,
1770/5/9, None , None,,,
1770/5/10, None , None,,,
1770/5/11,-32.667,152.15,,,
1770/5/12, None , None,,,
1770/5/13,-30.85,153.917,,,
1770/5/14, None , None,,,
1770/5/15, None , None,,,
1770/5/16, None , None,,,
1770/5/17,-26.933,153.533,,,
1770/5/18,-25.967,153.2,,,
1770/5/19, None , None,,,
1770/5/20,-24.767,153.15,,,
1770/5/21, None , None,,,
1770/5/22, None , None,,,
1770/5/23, None , None,,,
1770/5/24, None , None,,,
1770/5/25, None , None,,,
1770/5/26, None , None,,,
1770/5/27, None , None,,,
1770/5/28,-22.217,150.2,,,
1770/5/29, None , None,,,
1770/5/30, None , None,,,
1770/5/31, None , None,,,
1770/6/31,-21.45,149.05,,,
1770/6/2, None , None,,,
1770/6/3,-20.5,148.533,,,
1770/6/4,-19.95,148.1,,,
1770/6/5,-19.65,147.467,,,
1770/6/6, None , None,,,
1770/6/7, None , None,,,
1770/6/8, None , None,,,
1770/6/9,-16.917,145.817,,,
1770/6/10,-16.1,145.35,,,
1770/6/11,"-15,776",145.582,,Shipwreck,
1770/8/4,-15.283,145.25,,,
1770/8/5, None , None,,,
1770/8/6, None , None,,,
1770/8/7, None , None,,,
1770/8/8, None , None,,,
1770/8/9, None , None,,,
1770/8/10,-14.917,145.283,,,
1770/8/11, None , None,,,
1770/8/11,,,,,
1770/8/11, None , None,,,
1770/8/13, None , None,,,
1770/8/14, None , None,,,
1770/8/15, None , None,,,
1770/8/16, None , None,,,
1770/8/17, None , None,,,
1770/8/18, None , None,,,
1770/8/19,-11.967,142.367,,,
1770/8/20, None , None,,,
1770/8/21, None , None,,,
1770/8/22, None , None,,,
1770/8/23, None , None,,,
1770/8/24, None , None,,,
1770/8/25, None , None,,,
1770/8/26, None , None,,,
1770/8/27, None , None,,,
1770/8/28, None , None,,,
1770/8/29, None , None,,,
1770/8/30, None , None,,,
1770/8/31,-8.4,137.083,,,
1770/9/31, None , None,,,
1770/9/2, None , None,,,
1770/9/3, None , None,,,
1770/9/4, None , None,,,
1770/9/5,-7.1,135,,,
1770/9/6, None , None,,,
1770/9/7, None , None,,,
1770/9/8, None , None,,,
1770/9/9, None , None,,,
1770/9/10, None , None,,,
1770/9/11, None , None,,,
1770/9/12, None , None,,,
1770/9/13, None , None,,,
1770/9/14, None , None,,,
1770/9/15, None , None,,,
1770/9/16,-10.383,123.917,,,
1770/9/17,-10.45,122.483,,,
1770/9/18, None , None,,,
1770/9/19, None , None,,,
1770/9/20, None , None,,,
1770/9/21, None , None,,,
1770/9/22,-10.783, 121.53299999999999,,,
1770/9/23, None , None,,,
1770/9/24, None , None,,,
1770/9/25, None , None,,,
1770/9/26, None , None,,,
1770/9/26, None , None,,,
1770/9/26, None , None,,,
1770/9/29, None , None,,,
1770/9/30, None , None,,,
1770/10/30, None , None,,,
1770/10/2, None , None,,,
1770/10/3, None , None,,,
1770/10/4, None , None,,,
1770/10/5, None , None,,,
1770/10/6, None , None,,,
1770/10/6, None , None,,,
1770/10/8, None , None,,,
1770/10/9, None , None,,,
1770/10/9,,,Jajarta,,Batavia
1770/10/11, None , None,,,
1770/10/12, None , None,,,
1770/10/13, None , None,,,
1770/10/14, None , None,,,
1770/10/15, None , None,,,
1770/10/16, None , None,,,
1770/10/17, None , None,,,
1770/10/18, None , None,,,
1770/10/19, None , None,,,
1770/10/20, None , None,,,
1770/10/21, None , None,,,
1770/10/22, None , None,,,
1770/10/23, None , None,,,
1770/10/24, None , None,,,
1770/10/25, None , None,,,
1770/10/26, None , None,,,
1770/10/27, None , None,,,
1770/10/28, None , None,,,
1770/10/31, None , None,,,
1770/11/31, None , None,,,
1770/11/4, None , None,,,
1770/11/5, None , None,,,
1770/11/6, None , None,,,
1770/11/7, None , None,,,
1770/11/8, None , None,,,
1770/11/9, None , None,,,
1770/11/10, None , None,,,
1770/11/11, None , None,,,
1770/11/12, None , None,,,
1770/11/13, None , None,,,
1770/11/14, None , None,,,
1770/11/15, None , None,,,
1770/11/16, None , None,,,
1770/11/17, None , None,,,
1770/12/8, None , None,,,
1770/12/9, None , None,,,
1770/12/10, None , None,,,
1770/12/11, None , None,,,
1770/12/15, None , None,,,
1770/12/17, None , None,,,
1770/12/18, None , None,,,
1770/12/19,,,,,
1770/12/24, None , None,,,
1770/12/25, None , None,,,
1770/12/26, None , None,,,
1770/12/27, None , None,,,
1770/12/28, None , None,,,
1770/12/29, None , None,,,
1770/12/30, None , None,,,
1770/12/31, None , None,,,
1771/1/1, None , None,,,
1771/1/2, None , None,,,
1771/1/3, None , None,,,
1771/1/4, None , None,,,
1771/1/5, None , None,,,
1771/1/6, None , None,,,
1771/1/7, None , None,,,
1771/1/15, None , None,,,
1771/1/16, None , None,,,
1771/1/17,-7.533,104.417,,,
1771/1/18,-7.917,104.1,,,
1771/1/19,-8.8,104.15,,,
1771/1/20,-9.233,103.75,,,
1771/1/21,-9.767, 102.91699999999997,,,
1771/1/22,-9.483, 102.86700000000002,,,
1771/1/23,-9.5, 103.16699999999997,,,
1771/1/24,-9.567, 103.16699999999997,,,
1771/1/25,-9.733,103.267,,,
1771/1/26,-9.933, 103.46699999999998,,,
1771/1/27,-10.2, 103.31700000000001,,,
1771/1/28, None , None,,,
1771/1/29,-11.95,101.75,,,
1771/1/30,-12.8,101.017,,,
1771/1/31,-13.7, 100.08300000000003,,,
1771/2/31,-14.733, 98.33300000000003,,,
1771/2/2,-15.8,95.733,,,
1771/2/3, None , None,,,
1771/2/4,-17.5, 91.46699999999998,,,
1771/2/5,-18.1, 89.10000000000002,,,
1771/2/6,-18.5, 87.53300000000002,,,
1771/2/7,-18.967, 85.66699999999997,,,
1771/2/8,-19.4, 83.33300000000003,,,
1771/2/9, None , None,,,
1771/2/10,-20.467, 78.80000000000001,,,
1771/2/11,-20.967, 76.63299999999998,,,
1771/2/12,-21.417,75.233,,,
1771/2/13,-21.85,73.75,,,
1771/2/14,-22.35, 71.94999999999999,,,
1771/2/15,-22.667,69.75,,,
1771/2/16,-22.867, 67.66699999999997,,,
1771/2/17, None , None,,,
1771/2/18,-23.95, 62.233000000000004,,,
1771/2/19,-24.433, 59.91699999999997,,,
1771/2/20,-24.95, 57.64999999999998,,,
1771/2/21,-25.35, 55.35000000000002,,,
1771/2/22,-26.083, 53.016999999999996,,,
1771/2/23,-26.983, 50.89999999999998,,,
1771/2/24,-27.75, 48.88299999999998,,,
1771/2/25,-28.817, 46.89999999999998,,,
1771/2/26,-29.1, 44.60000000000002,,,
1771/2/27,-29.5, 42.58300000000003,,,
1771/2/28,-29.617, 40.91699999999997,,,
1771/3/28,-29.683, 39.56700000000001,,,
1771/3/2,-30.35, 38.233000000000004,,,
1771/3/3,-31.017, 36.966999999999985,,,
1771/3/4,-31.9, 35.39999999999998,,,
1771/3/5, None , None,,,
1771/3/6, None , None,,,
1771/3/7,-32.9, 28.067000000000007,,,
1771/3/8,-34.3, 26.682999999999993,,,
1771/3/9,-35.733, 22.899999999999977,,,
1771/3/10,-34.867, 22.583000000000027,,,
1771/3/11,-34.75, 21.19999999999999,,,
1771/3/12,-34.833, 20.61700000000002,,,
1771/3/13, None , None,Cape of Good Hope,,
1771/3/14, None , None,,,
1771/3/15, None , None,Cape Town,,
1771/4/15, None , None,,,
1771/4/16, None , None,,,
1771/4/17,-32.233, 15.867000000000019,,,
1771/4/18,-31.233, 14.682999999999993,,,
1771/4/19,-31.233, 14.449999999999989,,,
1771/4/20,-29.667, 13.833000000000027,,,
1771/4/21,-28.717, 12.300000000000011,,,
1771/4/22,-27.45, 10.600000000000023,,,
1771/4/23,-26.317, 9.300000000000011,,,
1771/4/24,-25.1, 8.733000000000004,,,
1771/4/25,-23.467, 8.132999999999981,,,
1771/4/26,-21.667, 5.800000000000011,,,
1771/4/27,-20.067, 3.333000000000027,,,
1771/4/28,-18.683, 1.1000000000000227,,,
1771/4/29,-17.317,-0.833,,,
1771/4/30,-16.183,-2.7,,,
1771/5/30, None , None,,,
1771/5/2, None , None,,,
1771/5/3, None , None,,,
1771/5/4, None , None,,,
1771/5/5,-15.083,-6.767,,,
1771/5/6,-13.7,-8.45,,,
1771/5/7,-12.083,-10.15,,,
1771/5/8,-10.65,-11.7,,,
1771/5/9,-9.267,-13.283,,,
1771/5/10,-7.85,-14.533,,,
1771/5/11,-6.4,-15.85,,,
1771/5/12,-4.633,-16.9,,,
1771/5/13,-2.967,-17.967,,,
1771/5/14, None , None,,,
1771/5/15,-0.233,-19.717,,,
1771/5/16,0.783,-20.333,,,
1771/5/17, None , None,,,
1771/5/18,3,-21.367,,,
1771/5/19,4.533,-21.967,,,
1771/5/20,5.633,-22.35,,,
1771/5/21,6.133,-25.133,,,
1771/5/22,6.967,-25.633,,,
1771/5/23,7.817,-26.033,,,
1771/5/24, None , None,,,
1771/5/25,9.683,-28.5,,,
1771/5/26,20.783,-29.583,,,
1771/5/27,12.117,-30.667,,,
1771/5/28,13.5,-31.85,,,
1771/5/29,15.317,-33.033,,,
1771/5/30,17.083,-34.15,,,
1771/5/31,18.833,-35.667,,,
1771/6/31,20.2,-36.683,,,
1771/6/2,21.333,-38.083,,,
1771/6/3,22.35,-39.15,,,
1771/6/4, None , None,,,
1771/6/5,24.517,-41.183,,,
1771/6/6, None , None,,,
1771/6/7,27.367,-43.7,,,
1771/6/8,28.833,-43.7,,,
1771/6/9,30.183,-44.15,,,
1771/6/10,31.2,-44.833,,,
1771/6/11, None , None,,,
1771/6/12,33.133,-44.883,,,
1771/6/13,34.233,-44.417,,,
1771/6/14,35.8,-43.8,,,
1771/6/15,37.033,-41.9,,,
1771/6/16,38.3,-40.633,,,
1771/6/17,38.95,-38.6,,,
1771/6/18,39.867,-36.983,,,
1771/6/19,40.15,-36.733,,,
1771/6/20,40.483,-33.167,,,
1771/6/21,40.55,-30.333,,,
1771/6/22,-41.183,-27.867,,,
1771/6/23,40.717,-26.217,,,
1771/6/24,40.567,-24.817,,,
1771/6/25,40.65,-23.55,,,
1771/6/26,40.717,-21.967,,,
1771/6/27,41.233,-20.983,,,
1771/6/28,42.917,-19.3,,,
1771/6/29,43.65,-17.6,,,
1771/6/30,44.567,-16.033,,,
1771/7/30,44.9,-13.983,,,
1771/7/2,45.9,-13.033,,,
1771/7/3,45.4,-11.983,,,
1771/7/4,45.483,-10.733,,,
1771/7/5,45.567,-10.533,,,
1771/7/6,44.75,-9.7,,,
1771/7/7,46.267,-9.65,,,
1771/7/8,46.75,-8.9,,,
1771/7/9,48.317,-8.017,,,
1771/7/10,49.483,-6.3,,England Sighted,
1771/7/11, None , None,,,
